"Perioden";"Regio's";"Bevolking aan het begin van de periode (aantal)"
"2022";"Bladel";"   20718"
"2023";"Bladel";"   21009"
"2011";"Blaricum";"    8959"
"2012";"Blaricum";"    9038"
"2013";"Blaricum";"    9107"
"2014";"Blaricum";"    9094"
"2015";"Blaricum";"    9312"
"2016";"Blaricum";"    9622"
"2017";"Blaricum";"   10201"
"2018";"Blaricum";"   10795"
"2019";"Blaricum";"   11202"
"2020";"Blaricum";"   11540"
"2021";"Blaricum";"   11954"
"2022";"Blaricum";"   12359"
"2023";"Blaricum";"   12490"
"2011";"Bleiswijk";""
"2012";"Bleiswijk";""
"2013";"Bleiswijk";""
"2014";"Bleiswijk";""
"2015";"Bleiswijk";""
"2016";"Bleiswijk";""
"2017";"Bleiswijk";""
"2018";"Bleiswijk";""
"2019";"Bleiswijk";""
"2020";"Bleiswijk";""
"2021";"Bleiswijk";""
"2022";"Bleiswijk";""
"2023";"Bleiswijk";""
"2011";"Bloemendaal";"   22039"
"2012";"Bloemendaal";"   22056"
"2013";"Bloemendaal";"   22195"
"2014";"Bloemendaal";"   22059"
"2015";"Bloemendaal";"   22256"
"2016";"Bloemendaal";"   22296"
"2017";"Bloemendaal";"   22826"
"2018";"Bloemendaal";"   23208"
"2019";"Bloemendaal";"   23410"
"2020";"Bloemendaal";"   23571"
"2021";"Bloemendaal";"   23478"
"2022";"Bloemendaal";"   23732"
"2023";"Bloemendaal";"   23922"
"2011";"Boarnsterhim";"   19298"
"2012";"Boarnsterhim";"   19380"
"2013";"Boarnsterhim";"   19505"
"2014";"Boarnsterhim";""
"2015";"Boarnsterhim";""
"2016";"Boarnsterhim";""
"2017";"Boarnsterhim";""
"2018";"Boarnsterhim";""
"2019";"Boarnsterhim";""
"2020";"Boarnsterhim";""
"2021";"Boarnsterhim";""
"2022";"Boarnsterhim";""
"2023";"Boarnsterhim";""
"2011";"Bodegraven";""
"2012";"Bodegraven";""
"2013";"Bodegraven";""
"2014";"Bodegraven";""
"2015";"Bodegraven";""
"2016";"Bodegraven";""
"2017";"Bodegraven";""
"2018";"Bodegraven";""
"2019";"Bodegraven";""
"2020";"Bodegraven";""
"2021";"Bodegraven";""
"2022";"Bodegraven";""
"2023";"Bodegraven";""
"2011";"Bodegraven-Reeuwijk";"   32728"
"2012";"Bodegraven-Reeuwijk";"   32834"
"2013";"Bodegraven-Reeuwijk";"   32817"
"2014";"Bodegraven-Reeuwijk";"   32910"
"2015";"Bodegraven-Reeuwijk";"   33208"
"2016";"Bodegraven-Reeuwijk";"   33451"
"2017";"Bodegraven-Reeuwijk";"   33733"
"2018";"Bodegraven-Reeuwijk";"   33948"
"2019";"Bodegraven-Reeuwijk";"   34462"
"2020";"Bodegraven-Reeuwijk";"   34872"
"2021";"Bodegraven-Reeuwijk";"   35278"
"2022";"Bodegraven-Reeuwijk";"   35752"
"2023";"Bodegraven-Reeuwijk";"   36308"
"2011";"Boekel";"    9865"
"2012";"Boekel";"    9967"
"2013";"Boekel";"   10062"
"2014";"Boekel";"   10089"
"2015";"Boekel";"   10119"
"2016";"Boekel";"   10254"
"2017";"Boekel";"   10414"
"2018";"Boekel";"   10502"
"2019";"Boekel";"   10588"
"2020";"Boekel";"   10785"
"2021";"Boekel";"   10959"
"2022";"Boekel";"   11030"
"2023";"Boekel";"   11163"
"2011";"Ten Boer";"    7454"
"2012";"Ten Boer";"    7477"
"2013";"Ten Boer";"    7500"
"2014";"Ten Boer";"    7479"
"2015";"Ten Boer";"    7452"
"2016";"Ten Boer";"    7352"
"2017";"Ten Boer";"    7288"
"2018";"Ten Boer";"    7292"
"2019";"Ten Boer";""
"2020";"Ten Boer";""
"2021";"Ten Boer";""
"2022";"Ten Boer";""
"2023";"Ten Boer";""
"2011";"Bolsward";""
"2012";"Bolsward";""
"2013";"Bolsward";""
"2014";"Bolsward";""
"2015";"Bolsward";""
"2016";"Bolsward";""
"2017";"Bolsward";""
"2018";"Bolsward";""
"2019";"Bolsward";""
"2020";"Bolsward";""
"2021";"Bolsward";""
"2022";"Bolsward";""
"2023";"Bolsward";""
"2011";"Borculo";""
"2012";"Borculo";""
"2013";"Borculo";""
"2014";"Borculo";""
"2015";"Borculo";""
"2016";"Borculo";""
"2017";"Borculo";""
"2018";"Borculo";""
"2019";"Borculo";""
"2020";"Borculo";""
"2021";"Borculo";""
"2022";"Borculo";""
"2023";"Borculo";""
"2011";"Borger-Odoorn";"   25941"
"2012";"Borger-Odoorn";"   25859"
"2013";"Borger-Odoorn";"   25662"
"2014";"Borger-Odoorn";"   25627"
"2015";"Borger-Odoorn";"   25502"
"2016";"Borger-Odoorn";"   25371"
"2017";"Borger-Odoorn";"   25355"
"2018";"Borger-Odoorn";"   25351"
"2019";"Borger-Odoorn";"   25372"
"2020";"Borger-Odoorn";"   25559"
"2021";"Borger-Odoorn";"   25598"
"2022";"Borger-Odoorn";"   25681"
"2023";"Borger-Odoorn";"   25919"
"2011";"Borne";"   21557"
"2012";"Borne";"   21586"
"2013";"Borne";"   21770"
"2014";"Borne";"   21884"
"2015";"Borne";"   21992"
"2016";"Borne";"   22343"
"2017";"Borne";"   22795"
"2018";"Borne";"   23124"
"2019";"Borne";"   23210"
"2020";"Borne";"   23312"
"2021";"Borne";"   23668"
"2022";"Borne";"   24007"
"2023";"Borne";"   24524"
"2011";"Borsele";"   22707"
"2012";"Borsele";"   22676"
"2013";"Borsele";"   22683"
"2014";"Borsele";"   22579"
"2015";"Borsele";"   22568"
"2016";"Borsele";"   22612"
"2017";"Borsele";"   22688"
"2018";"Borsele";"   22716"
"2019";"Borsele";"   22800"
"2020";"Borsele";"   22739"
"2021";"Borsele";"   22818"
"2022";"Borsele";"   22847"
"2023";"Borsele";"   23159"
"2011";"Boskoop";"   15045"
"2012";"Boskoop";"   15087"
"2013";"Boskoop";"   15195"
"2014";"Boskoop";""
"2015";"Boskoop";""
"2016";"Boskoop";""
"2017";"Boskoop";""
"2018";"Boskoop";""
"2019";"Boskoop";""
"2020";"Boskoop";""
"2021";"Boskoop";""
"2022";"Boskoop";""
"2023";"Boskoop";""
"2011";"Boxmeer";"   28582"
"2012";"Boxmeer";"   28397"
"2013";"Boxmeer";"   28227"
"2014";"Boxmeer";"   28147"
"2015";"Boxmeer";"   28342"
"2016";"Boxmeer";"   28465"
"2017";"Boxmeer";"   28709"
"2018";"Boxmeer";"   28853"
"2019";"Boxmeer";"   29065"
"2020";"Boxmeer";"   29365"
"2021";"Boxmeer";"   29609"
"2022";"Boxmeer";""
"2023";"Boxmeer";""
"2011";"Boxtel";"   30280"
"2012";"Boxtel";"   30284"
"2013";"Boxtel";"   30436"
"2014";"Boxtel";"   30320"
"2015";"Boxtel";"   30337"
"2016";"Boxtel";"   30406"
"2017";"Boxtel";"   30655"
"2018";"Boxtel";"   30672"
"2019";"Boxtel";"   30747"
"2020";"Boxtel";"   30801"
"2021";"Boxtel";"   32973"
"2022";"Boxtel";"   33129"
"2023";"Boxtel";"   33748"
"2011";"Breda";"  174599"
"2012";"Breda";"  176401"
"2013";"Breda";"  178140"
"2014";"Breda";"  179623"
"2015";"Breda";"  180937"
"2016";"Breda";"  181611"
"2017";"Breda";"  182304"
"2018";"Breda";"  183448"
"2019";"Breda";"  183873"
"2020";"Breda";"  184069"
"2021";"Breda";"  184126"
"2022";"Breda";"  184702"
"2023";"Breda";"  186438"
"2011";"Breukelen";""
"2012";"Breukelen";""
"2013";"Breukelen";""
"2014";"Breukelen";""
"2015";"Breukelen";""
"2016";"Breukelen";""
"2017";"Breukelen";""
"2018";"Breukelen";""
"2019";"Breukelen";""
"2020";"Breukelen";""
"2021";"Breukelen";""
"2022";"Breukelen";""
"2023";"Breukelen";""
"2011";"Brielle";"   15978"
"2012";"Brielle";"   16072"
"2013";"Brielle";"   16320"
"2014";"Brielle";"   16312"
"2015";"Brielle";"   16467"
"2016";"Brielle";"   16640"
"2017";"Brielle";"   16833"
"2018";"Brielle";"   17040"
"2019";"Brielle";"   17182"
"2020";"Brielle";"   17271"
"2021";"Brielle";"   17439"
"2022";"Brielle";"   17704"
"2023";"Brielle";""
"2011";"Bronckhorst";"   37677"
"2012";"Bronckhorst";"   37441"
"2013";"Bronckhorst";"   37216"
"2014";"Bronckhorst";"   36932"
"2015";"Bronckhorst";"   36726"
"2016";"Bronckhorst";"   36510"
"2017";"Bronckhorst";"   36410"
"2018";"Bronckhorst";"   36352"
"2019";"Bronckhorst";"   36212"
"2020";"Bronckhorst";"   36055"
"2021";"Bronckhorst";"   36087"
"2022";"Bronckhorst";"   36077"
"2023";"Bronckhorst";"   36277"
"2011";"Brummen";"   21219"
"2012";"Brummen";"   21327"
"2013";"Brummen";"   21245"
"2014";"Brummen";"   21177"
"2015";"Brummen";"   20983"
"2016";"Brummen";"   20938"
"2017";"Brummen";"   20843"
"2018";"Brummen";"   20771"
"2019";"Brummen";"   20698"
"2020";"Brummen";"   20726"
"2021";"Brummen";"   20884"
"2022";"Brummen";"   20890"
"2023";"Brummen";"   21105"
"2011";"Brunssum";"   29375"
"2012";"Brunssum";"   29199"
"2013";"Brunssum";"   29081"
"2014";"Brunssum";"   28958"
"2015";"Brunssum";"   28656"
"2016";"Brunssum";"   28448"
"2017";"Brunssum";"   28358"
"2018";"Brunssum";"   28241"
"2019";"Brunssum";"   28103"
"2020";"Brunssum";"   27821"
"2021";"Brunssum";"   27670"
"2022";"Brunssum";"   27674"
"2023";"Brunssum";"   27682"
"2011";"Bunnik";"   14437"
"2012";"Bunnik";"   14451"
"2013";"Bunnik";"   14563"
"2014";"Bunnik";"   14626"
"2015";"Bunnik";"   14662"
"2016";"Bunnik";"   14773"
"2017";"Bunnik";"   15156"
"2018";"Bunnik";"   15214"
"2019";"Bunnik";"   15192"
"2020";"Bunnik";"   15191"
"2021";"Bunnik";"   15341"
"2022";"Bunnik";"   15590"
"2023";"Bunnik";"   16026"
"2011";"Bunschoten";"   20111"
"2012";"Bunschoten";"   20200"
"2013";"Bunschoten";"   20316"
"2014";"Bunschoten";"   20492"
"2015";"Bunschoten";"   20647"
"2016";"Bunschoten";"   20823"
"2017";"Bunschoten";"   21020"
"2018";"Bunschoten";"   21266"
"2019";"Bunschoten";"   21576"
"2020";"Bunschoten";"   21866"
"2021";"Bunschoten";"   22019"
"2022";"Bunschoten";"   22325"
"2023";"Bunschoten";"   22500"
"2011";"Buren";"   26013"
"2012";"Buren";"   25949"
"2013";"Buren";"   25939"
"2014";"Buren";"   26019"
"2015";"Buren";"   26117"
"2016";"Buren";"   26202"
"2017";"Buren";"   26348"
"2018";"Buren";"   26365"
"2019";"Buren";"   26568"
"2020";"Buren";"   26749"
"2021";"Buren";"   27009"
"2022";"Buren";"   27155"
"2023";"Buren";"   27725"
"2011";"Bussum";"   32410"
"2012";"Bussum";"   32585"
"2013";"Bussum";"   32631"
"2014";"Bussum";"   32631"
"2015";"Bussum";"   32870"
"2016";"Bussum";""
"2017";"Bussum";""
"2018";"Bussum";""
"2019";"Bussum";""
"2020";"Bussum";""
"2021";"Bussum";""
"2022";"Bussum";""
"2023";"Bussum";""
"2011";"Capelle aan den IJssel";"   66104"
"2012";"Capelle aan den IJssel";"   66122"
"2013";"Capelle aan den IJssel";"   66024"
"2014";"Capelle aan den IJssel";"   66178"
"2015";"Capelle aan den IJssel";"   66478"
"2016";"Capelle aan den IJssel";"   66486"
"2017";"Capelle aan den IJssel";"   66421"
"2018";"Capelle aan den IJssel";"   66854"
"2019";"Capelle aan den IJssel";"   66818"
"2020";"Capelle aan den IJssel";"   67122"
"2021";"Capelle aan den IJssel";"   67319"
"2022";"Capelle aan den IJssel";"   67188"
"2023";"Capelle aan den IJssel";"   67552"
"2011";"Castricum";"   34593"
"2012";"Castricum";"   34474"
"2013";"Castricum";"   34402"
"2014";"Castricum";"   34288"
"2015";"Castricum";"   34361"
"2016";"Castricum";"   34604"
"2017";"Castricum";"   35216"
"2018";"Castricum";"   35608"
"2019";"Castricum";"   35772"
"2020";"Castricum";"   35986"
"2021";"Castricum";"   36086"
"2022";"Castricum";"   36263"
"2023";"Castricum";"   36345"
"2011";"Coevorden";"   36067"
"2012";"Coevorden";"   35881"
"2013";"Coevorden";"   35765"
"2014";"Coevorden";"   35769"
"2015";"Coevorden";"   35535"
"2016";"Coevorden";"   35381"
"2017";"Coevorden";"   35286"
"2018";"Coevorden";"   35299"
"2019";"Coevorden";"   35483"
"2020";"Coevorden";"   35297"
"2021";"Coevorden";"   35317"
"2022";"Coevorden";"   35517"
"2023";"Coevorden";"   35700"
"2011";"Cranendonck";"   20371"
"2012";"Cranendonck";"   20432"
"2013";"Cranendonck";"   20330"
"2014";"Cranendonck";"   20344"
"2015";"Cranendonck";"   20542"
"2016";"Cranendonck";"   20660"
"2017";"Cranendonck";"   20676"
"2018";"Cranendonck";"   20336"
"2019";"Cranendonck";"   20440"
"2020";"Cranendonck";"   21138"
"2021";"Cranendonck";"   21001"
"2022";"Cranendonck";"   20669"
"2023";"Cranendonck";"   20851"
"2011";"Cromstrijen";"   12789"
"2012";"Cromstrijen";"   12780"
"2013";"Cromstrijen";"   12762"
"2014";"Cromstrijen";"   12738"
"2015";"Cromstrijen";"   12784"
"2016";"Cromstrijen";"   12755"
"2017";"Cromstrijen";"   12797"
"2018";"Cromstrijen";"   12826"
"2019";"Cromstrijen";""
"2020";"Cromstrijen";""
"2021";"Cromstrijen";""
"2022";"Cromstrijen";""
"2023";"Cromstrijen";""
"2011";"Cuijk";"   24580"
"2012";"Cuijk";"   24648"
"2013";"Cuijk";"   24743"
"2014";"Cuijk";"   24783"
"2015";"Cuijk";"   24649"
"2016";"Cuijk";"   24608"
"2017";"Cuijk";"   24696"
"2018";"Cuijk";"   24911"
"2019";"Cuijk";"   24931"
"2020";"Cuijk";"   25130"
"2021";"Cuijk";"   25404"
"2022";"Cuijk";""
"2023";"Cuijk";""
"2011";"Culemborg";"   27584"
"2012";"Culemborg";"   27632"
"2013";"Culemborg";"   27681"
"2014";"Culemborg";"   27590"
"2015";"Culemborg";"   27560"
"2016";"Culemborg";"   27644"
"2017";"Culemborg";"   27864"
"2018";"Culemborg";"   28195"
"2019";"Culemborg";"   28555"
"2020";"Culemborg";"   28955"
"2021";"Culemborg";"   29121"
"2022";"Culemborg";"   29397"
"2023";"Culemborg";"   29729"
"2011";"Dalfsen";"   27313"
"2012";"Dalfsen";"   27432"
"2013";"Dalfsen";"   27570"
"2014";"Dalfsen";"   27674"
"2015";"Dalfsen";"   27677"
"2016";"Dalfsen";"   27916"
"2017";"Dalfsen";"   28070"
"2018";"Dalfsen";"   28242"
"2019";"Dalfsen";"   28499"
"2020";"Dalfsen";"   28587"
"2021";"Dalfsen";"   28901"
"2022";"Dalfsen";"   29162"
"2023";"Dalfsen";"   29612"
"2011";"Dantumadeel";""
"2012";"Dantumadeel";""
"2013";"Dantumadeel";""
"2014";"Dantumadeel";""
"2015";"Dantumadeel";""
"2016";"Dantumadeel";""
"2017";"Dantumadeel";""
"2018";"Dantumadeel";""
"2019";"Dantumadeel";""
"2020";"Dantumadeel";""
"2021";"Dantumadeel";""
"2022";"Dantumadeel";""
"2023";"Dantumadeel";""
"2011";"Dantumadiel";"   19310"
"2012";"Dantumadiel";"   19264"
"2013";"Dantumadiel";"   19130"
"2014";"Dantumadiel";"   19030"
"2015";"Dantumadiel";"   19059"
"2016";"Dantumadiel";"   19015"
"2017";"Dantumadiel";"   18942"
"2018";"Dantumadiel";"   18904"
"2019";"Dantumadiel";"   18923"
"2020";"Dantumadiel";"   18922"
"2021";"Dantumadiel";"   18943"
"2022";"Dantumadiel";"   18957"
"2023";"Dantumadiel";"   19194"
"2011";"Delft";"   97690"
"2012";"Delft";"   98675"
"2013";"Delft";"   99097"
"2014";"Delft";"  100046"
"2015";"Delft";"  101030"
"2016";"Delft";"  101034"
"2017";"Delft";"  101381"
"2018";"Delft";"  102253"
"2019";"Delft";"  103163"
"2020";"Delft";"  103595"
"2021";"Delft";"  103581"
"2022";"Delft";"  104572"
"2023";"Delft";"  106086"
"2011";"Delfzijl";"   26567"
"2012";"Delfzijl";"   26305"
"2013";"Delfzijl";"   26025"
"2014";"Delfzijl";"   25698"
"2015";"Delfzijl";"   25409"
"2016";"Delfzijl";"   25068"
"2017";"Delfzijl";"   24965"
"2018";"Delfzijl";"   24863"
"2019";"Delfzijl";"   24716"
"2020";"Delfzijl";"   24678"
"2021";"Delfzijl";""
"2022";"Delfzijl";""
"2023";"Delfzijl";""
"2011";"Denekamp";""
"2012";"Denekamp";""
"2013";"Denekamp";""
"2014";"Denekamp";""
"2015";"Denekamp";""
"2016";"Denekamp";""
"2017";"Denekamp";""
"2018";"Denekamp";""
"2019";"Denekamp";""
"2020";"Denekamp";""
"2021";"Denekamp";""
"2022";"Denekamp";""
"2023";"Denekamp";""
"2011";"Deurne";"   31676"
"2012";"Deurne";"   31762"
"2013";"Deurne";"   31733"
"2014";"Deurne";"   31659"
"2015";"Deurne";"   31765"
"2016";"Deurne";"   31878"
"2017";"Deurne";"   31933"
"2018";"Deurne";"   32137"
"2019";"Deurne";"   32362"
"2020";"Deurne";"   32471"
"2021";"Deurne";"   32437"
"2022";"Deurne";"   32606"
"2023";"Deurne";"   32977"
"2011";"Deventer";"   98737"
"2012";"Deventer";"   98672"
"2013";"Deventer";"   98581"
"2014";"Deventer";"   98322"
"2015";"Deventer";"   98540"
"2016";"Deventer";"   98869"
"2017";"Deventer";"   99295"
"2018";"Deventer";"   99653"
"2019";"Deventer";"   99957"
"2020";"Deventer";"  100719"
"2021";"Deventer";"  101236"
"2022";"Deventer";"  101446"
"2023";"Deventer";"  102781"
"2011";"Didam";""
"2012";"Didam";""
"2013";"Didam";""
"2014";"Didam";""
"2015";"Didam";""
"2016";"Didam";""
"2017";"Didam";""
"2018";"Didam";""
"2019";"Didam";""
"2020";"Didam";""
"2021";"Didam";""
"2022";"Didam";""
"2023";"Didam";""
"2011";"Diemen";"   25012"
"2012";"Diemen";"   24935"
"2013";"Diemen";"   25218"
"2014";"Diemen";"   25930"
"2015";"Diemen";"   26666"
"2016";"Diemen";"   26840"
"2017";"Diemen";"   27272"
"2018";"Diemen";"   28121"
"2019";"Diemen";"   29196"
"2020";"Diemen";"   30780"
"2021";"Diemen";"   31334"
"2022";"Diemen";"   31822"
"2023";"Diemen";"   32785"
"2011";"Dijk en Waard";""
"2012";"Dijk en Waard";""
"2013";"Dijk en Waard";""
"2014";"Dijk en Waard";""
"2015";"Dijk en Waard";""
"2016";"Dijk en Waard";""
"2017";"Dijk en Waard";""
"2018";"Dijk en Waard";""
"2019";"Dijk en Waard";""
"2020";"Dijk en Waard";""
"2021";"Dijk en Waard";""
"2022";"Dijk en Waard";"   87695"
"2023";"Dijk en Waard";"   88985"
"2011";"Dinkelland";"   26067"
"2012";"Dinkelland";"   26073"
"2013";"Dinkelland";"   26056"
"2014";"Dinkelland";"   25947"
"2015";"Dinkelland";"   25928"
"2016";"Dinkelland";"   26120"
"2017";"Dinkelland";"   26244"
"2018";"Dinkelland";"   26291"
"2019";"Dinkelland";"   26350"
"2020";"Dinkelland";"   26461"
"2021";"Dinkelland";"   26606"
"2022";"Dinkelland";"   26594"
"2023";"Dinkelland";"   26743"
"2011";"Dinxperlo";""
"2012";"Dinxperlo";""
"2013";"Dinxperlo";""
"2014";"Dinxperlo";""
"2015";"Dinxperlo";""
"2016";"Dinxperlo";""
"2017";"Dinxperlo";""
"2018";"Dinxperlo";""
"2019";"Dinxperlo";""
"2020";"Dinxperlo";""
"2021";"Dinxperlo";""
"2022";"Dinxperlo";""
"2023";"Dinxperlo";""
"2011";"Dirksland";"    8408"
"2012";"Dirksland";"    8476"
"2013";"Dirksland";""
"2014";"Dirksland";""
"2015";"Dirksland";""
"2016";"Dirksland";""
"2017";"Dirksland";""
"2018";"Dirksland";""
"2019";"Dirksland";""
"2020";"Dirksland";""
"2021";"Dirksland";""
"2022";"Dirksland";""
"2023";"Dirksland";""
"2011";"Doesburg";"   11636"
"2012";"Doesburg";"   11598"
"2013";"Doesburg";"   11539"
"2014";"Doesburg";"   11437"
"2015";"Doesburg";"   11355"
"2016";"Doesburg";"   11336"
"2017";"Doesburg";"   11341"
"2018";"Doesburg";"   11328"
"2019";"Doesburg";"   11148"
"2020";"Doesburg";"   11077"
"2021";"Doesburg";"   11064"
"2022";"Doesburg";"   11036"
"2023";"Doesburg";"   11081"
"2011";"Doetinchem";"   56037"
"2012";"Doetinchem";"   56252"
"2013";"Doetinchem";"   56414"
"2014";"Doetinchem";"   56344"
"2015";"Doetinchem";"   56484"
"2016";"Doetinchem";"   56827"
"2017";"Doetinchem";"   57068"
"2018";"Doetinchem";"   57382"
"2019";"Doetinchem";"   57555"
"2020";"Doetinchem";"   58001"
"2021";"Doetinchem";"   58270"
"2022";"Doetinchem";"   58546"
"2023";"Doetinchem";"   59195"
"2011";"Dongen";"   25101"
"2012";"Dongen";"   25205"
"2013";"Dongen";"   25382"
"2014";"Dongen";"   25358"
"2015";"Dongen";"   25395"
"2016";"Dongen";"   25413"
"2017";"Dongen";"   25509"
"2018";"Dongen";"   25777"
"2019";"Dongen";"   26051"
"2020";"Dongen";"   26222"
"2021";"Dongen";"   26368"
"2022";"Dongen";"   26483"
"2023";"Dongen";"   27200"
"2011";"Dongeradeel";"   24292"
"2012";"Dongeradeel";"   24284"
"2013";"Dongeradeel";"   24221"
"2014";"Dongeradeel";"   24160"
"2015";"Dongeradeel";"   23983"
"2016";"Dongeradeel";"   23932"
"2017";"Dongeradeel";"   23901"
"2018";"Dongeradeel";"   23789"
"2019";"Dongeradeel";""
"2020";"Dongeradeel";""
"2021";"Dongeradeel";""
"2022";"Dongeradeel";""
"2023";"Dongeradeel";""
"2011";"Doorn";""
"2012";"Doorn";""
"2013";"Doorn";""
"2014";"Doorn";""
"2015";"Doorn";""
"2016";"Doorn";""
"2017";"Doorn";""
"2018";"Doorn";""
"2019";"Doorn";""
"2020";"Doorn";""
"2021";"Doorn";""
"2022";"Doorn";""
"2023";"Doorn";""
"2011";"Dordrecht";"  118810"
"2012";"Dordrecht";"  118862"
"2013";"Dordrecht";"  118466"
"2014";"Dordrecht";"  118691"
"2015";"Dordrecht";"  118899"
"2016";"Dordrecht";"  118801"
"2017";"Dordrecht";"  118731"
"2018";"Dordrecht";"  118426"
"2019";"Dordrecht";"  118654"
"2020";"Dordrecht";"  119284"
"2021";"Dordrecht";"  119115"
"2022";"Dordrecht";"  119537"
"2023";"Dordrecht";"  121434"
"2011";"Drechterland";"   19335"
"2012";"Drechterland";"   19300"
"2013";"Drechterland";"   19298"
"2014";"Drechterland";"   19250"
"2015";"Drechterland";"   19294"
"2016";"Drechterland";"   19400"
"2017";"Drechterland";"   19384"
"2018";"Drechterland";"   19440"
"2019";"Drechterland";"   19597"
"2020";"Drechterland";"   19719"
"2021";"Drechterland";"   19838"
"2022";"Drechterland";"   19983"
"2023";"Drechterland";"   20385"
"2011";"Driebergen-Rijsenburg";""
"2012";"Driebergen-Rijsenburg";""
"2013";"Driebergen-Rijsenburg";""
"2014";"Driebergen-Rijsenburg";""
"2015";"Driebergen-Rijsenburg";""
"2016";"Driebergen-Rijsenburg";""
"2017";"Driebergen-Rijsenburg";""
"2018";"Driebergen-Rijsenburg";""
"2019";"Driebergen-Rijsenburg";""
"2020";"Driebergen-Rijsenburg";""
"2021";"Driebergen-Rijsenburg";""
"2022";"Driebergen-Rijsenburg";""
"2023";"Driebergen-Rijsenburg";""
"2011";"Drimmelen";"   26477"
"2012";"Drimmelen";"   26664"
"2013";"Drimmelen";"   26737"
"2014";"Drimmelen";"   26695"
"2015";"Drimmelen";"   26703"
"2016";"Drimmelen";"   26815"
"2017";"Drimmelen";"   26869"
"2018";"Drimmelen";"   27063"
"2019";"Drimmelen";"   27150"
"2020";"Drimmelen";"   27272"
"2021";"Drimmelen";"   27325"
"2022";"Drimmelen";"   27476"
"2023";"Drimmelen";"   27994"
"2011";"Dronten";"   40164"
"2012";"Dronten";"   40470"
"2013";"Dronten";"   40679"
"2014";"Dronten";"   40413"
"2015";"Dronten";"   40363"
"2016";"Dronten";"   40592"
"2017";"Dronten";"   40746"
"2018";"Dronten";"   40735"
"2019";"Dronten";"   40815"
"2020";"Dronten";"   41555"
"2021";"Dronten";"   42011"
"2022";"Dronten";"   42865"
"2023";"Dronten";"   43593"
"2011";"Druten";"   18097"
"2012";"Druten";"   18193"
"2013";"Druten";"   18203"
"2014";"Druten";"   18210"
"2015";"Druten";"   18294"
"2016";"Druten";"   18407"
"2017";"Druten";"   18563"
"2018";"Druten";"   18701"
"2019";"Druten";"   18797"
"2020";"Druten";"   18926"
"2021";"Druten";"   18991"
"2022";"Druten";"   19178"
"2023";"Druten";"   19505"
"2011";"Duiven";"   25550"
"2012";"Duiven";"   25525"
"2013";"Duiven";"   25554"
"2014";"Duiven";"   25609"
"2015";"Duiven";"   25548"
"2016";"Duiven";"   25433"
"2017";"Duiven";"   25398"
"2018";"Duiven";"   25438"
"2019";"Duiven";"   25332"
"2020";"Duiven";"   25126"
"2021";"Duiven";"   25066"
"2022";"Duiven";"   24946"
"2023";"Duiven";"   24937"
"2011";"Echt";""
"2012";"Echt";""
"2013";"Echt";""
"2014";"Echt";""
"2015";"Echt";""
"2016";"Echt";""
"2017";"Echt";""
"2018";"Echt";""
"2019";"Echt";""
"2020";"Echt";""
"2021";"Echt";""
"2022";"Echt";""
"2023";"Echt";""
"2011";"Echt-Susteren";"   32264"
"2012";"Echt-Susteren";"   32165"
"2013";"Echt-Susteren";"   32072"
"2014";"Echt-Susteren";"   31976"
"2015";"Echt-Susteren";"   31947"
"2016";"Echt-Susteren";"   31943"
"2017";"Echt-Susteren";"   31815"
"2018";"Echt-Susteren";"   31751"
"2019";"Echt-Susteren";"   31638"
"2020";"Echt-Susteren";"   31610"
"2021";"Echt-Susteren";"   31751"
"2022";"Echt-Susteren";"   31731"
