"Regio's";"Woningtype";"Perioden";"Beginstand woningvoorraad (aantal)"
"Ouder-Amstel";"2-onder-1-kapwoning";"2021";"     369"
"Ouder-Amstel";"Hoekwoning";"2021";"     862"
"Ouder-Amstel";"Tussenwoning";"2021";"    2182"
"Ouder-Amstel";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Oudewater";"Totaal woningen";"2021";"    4323"
"Oudewater";"Meergezinswoningen totaal";"2021";"     787"
"Oudewater";"Eengezinswoningen totaal";"2021";"    3536"
"Oudewater";"Vrijstaande woning";"2021";"     759"
"Oudewater";"2-onder-1-kapwoning";"2021";"     339"
"Oudewater";"Hoekwoning";"2021";"     736"
"Oudewater";"Tussenwoning";"2021";"    1701"
"Oudewater";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Overbetuwe";"Totaal woningen";"2021";"   20128"
"Overbetuwe";"Meergezinswoningen totaal";"2021";"    2666"
"Overbetuwe";"Eengezinswoningen totaal";"2021";"   17462"
"Overbetuwe";"Vrijstaande woning";"2021";"    3966"
"Overbetuwe";"2-onder-1-kapwoning";"2021";"    3089"
"Overbetuwe";"Hoekwoning";"2021";"    3719"
"Overbetuwe";"Tussenwoning";"2021";"    6671"
"Overbetuwe";"Onbekend woningtype eengezinswoning";"2021";"      17"
"Papendrecht";"Totaal woningen";"2021";"   14479"
"Papendrecht";"Meergezinswoningen totaal";"2021";"    4908"
"Papendrecht";"Eengezinswoningen totaal";"2021";"    9571"
"Papendrecht";"Vrijstaande woning";"2021";"     491"
"Papendrecht";"2-onder-1-kapwoning";"2021";"     537"
"Papendrecht";"Hoekwoning";"2021";"    2251"
"Papendrecht";"Tussenwoning";"2021";"    6292"
"Papendrecht";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Peel en Maas";"Totaal woningen";"2021";"   18527"
"Peel en Maas";"Meergezinswoningen totaal";"2021";"    2560"
"Peel en Maas";"Eengezinswoningen totaal";"2021";"   15967"
"Peel en Maas";"Vrijstaande woning";"2021";"    6064"
"Peel en Maas";"2-onder-1-kapwoning";"2021";"    3675"
"Peel en Maas";"Hoekwoning";"2021";"    2359"
"Peel en Maas";"Tussenwoning";"2021";"    3868"
"Peel en Maas";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Pekela";"Totaal woningen";"2021";"    5782"
"Pekela";"Meergezinswoningen totaal";"2021";"     681"
"Pekela";"Eengezinswoningen totaal";"2021";"    5101"
"Pekela";"Vrijstaande woning";"2021";"    2115"
"Pekela";"2-onder-1-kapwoning";"2021";"    1020"
"Pekela";"Hoekwoning";"2021";"     846"
"Pekela";"Tussenwoning";"2021";"    1120"
"Pekela";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Pijnacker-Nootdorp";"Totaal woningen";"2021";"   21798"
"Pijnacker-Nootdorp";"Meergezinswoningen totaal";"2021";"    5278"
"Pijnacker-Nootdorp";"Eengezinswoningen totaal";"2021";"   16520"
"Pijnacker-Nootdorp";"Vrijstaande woning";"2021";"    1939"
"Pijnacker-Nootdorp";"2-onder-1-kapwoning";"2021";"    1336"
"Pijnacker-Nootdorp";"Hoekwoning";"2021";"    3624"
"Pijnacker-Nootdorp";"Tussenwoning";"2021";"    9620"
"Pijnacker-Nootdorp";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Purmerend";"Totaal woningen";"2021";"   37124"
"Purmerend";"Meergezinswoningen totaal";"2021";"   12694"
"Purmerend";"Eengezinswoningen totaal";"2021";"   24430"
"Purmerend";"Vrijstaande woning";"2021";"    1161"
"Purmerend";"2-onder-1-kapwoning";"2021";"     840"
"Purmerend";"Hoekwoning";"2021";"    5217"
"Purmerend";"Tussenwoning";"2021";"   17188"
"Purmerend";"Onbekend woningtype eengezinswoning";"2021";"      24"
"Putten";"Totaal woningen";"2021";"    9904"
"Putten";"Meergezinswoningen totaal";"2021";"    1434"
"Putten";"Eengezinswoningen totaal";"2021";"    8470"
"Putten";"Vrijstaande woning";"2021";"    3108"
"Putten";"2-onder-1-kapwoning";"2021";"    1548"
"Putten";"Hoekwoning";"2021";"    1403"
"Putten";"Tussenwoning";"2021";"    2399"
"Putten";"Onbekend woningtype eengezinswoning";"2021";"      12"
"Raalte";"Totaal woningen";"2021";"   16049"
"Raalte";"Meergezinswoningen totaal";"2021";"    2180"
"Raalte";"Eengezinswoningen totaal";"2021";"   13869"
"Raalte";"Vrijstaande woning";"2021";"    4376"
"Raalte";"2-onder-1-kapwoning";"2021";"    2832"
"Raalte";"Hoekwoning";"2021";"    2620"
"Raalte";"Tussenwoning";"2021";"    4041"
"Raalte";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Reimerswaal";"Totaal woningen";"2021";"    9332"
"Reimerswaal";"Meergezinswoningen totaal";"2021";"    1317"
"Reimerswaal";"Eengezinswoningen totaal";"2021";"    8015"
"Reimerswaal";"Vrijstaande woning";"2021";"    2439"
"Reimerswaal";"2-onder-1-kapwoning";"2021";"    1970"
"Reimerswaal";"Hoekwoning";"2021";"    1514"
"Reimerswaal";"Tussenwoning";"2021";"    2081"
"Reimerswaal";"Onbekend woningtype eengezinswoning";"2021";"      11"
"Renkum";"Totaal woningen";"2021";"   15003"
"Renkum";"Meergezinswoningen totaal";"2021";"    4427"
"Renkum";"Eengezinswoningen totaal";"2021";"   10576"
"Renkum";"Vrijstaande woning";"2021";"    2496"
"Renkum";"2-onder-1-kapwoning";"2021";"    3172"
"Renkum";"Hoekwoning";"2021";"    1983"
"Renkum";"Tussenwoning";"2021";"    2924"
"Renkum";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Renswoude";"Totaal woningen";"2021";"    2154"
"Renswoude";"Meergezinswoningen totaal";"2021";"     281"
"Renswoude";"Eengezinswoningen totaal";"2021";"    1873"
"Renswoude";"Vrijstaande woning";"2021";"     477"
"Renswoude";"2-onder-1-kapwoning";"2021";"     257"
"Renswoude";"Hoekwoning";"2021";"     385"
"Renswoude";"Tussenwoning";"2021";"     754"
"Renswoude";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Reusel-De Mierden";"Totaal woningen";"2021";"    5523"
"Reusel-De Mierden";"Meergezinswoningen totaal";"2021";"     628"
"Reusel-De Mierden";"Eengezinswoningen totaal";"2021";"    4895"
"Reusel-De Mierden";"Vrijstaande woning";"2021";"    2165"
"Reusel-De Mierden";"2-onder-1-kapwoning";"2021";"    1328"
"Reusel-De Mierden";"Hoekwoning";"2021";"     580"
"Reusel-De Mierden";"Tussenwoning";"2021";"     817"
"Reusel-De Mierden";"Onbekend woningtype eengezinswoning";"2021";"       5"
"Rheden";"Totaal woningen";"2021";"   21281"
"Rheden";"Meergezinswoningen totaal";"2021";"    5548"
"Rheden";"Eengezinswoningen totaal";"2021";"   15733"
"Rheden";"Vrijstaande woning";"2021";"    2076"
"Rheden";"2-onder-1-kapwoning";"2021";"    4167"
"Rheden";"Hoekwoning";"2021";"    3627"
"Rheden";"Tussenwoning";"2021";"    5856"
"Rheden";"Onbekend woningtype eengezinswoning";"2021";"       7"
"Rhenen";"Totaal woningen";"2021";"    8287"
"Rhenen";"Meergezinswoningen totaal";"2021";"    1723"
"Rhenen";"Eengezinswoningen totaal";"2021";"    6564"
"Rhenen";"Vrijstaande woning";"2021";"    1745"
"Rhenen";"2-onder-1-kapwoning";"2021";"    1273"
"Rhenen";"Hoekwoning";"2021";"    1178"
"Rhenen";"Tussenwoning";"2021";"    2368"
"Rhenen";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Ridderkerk";"Totaal woningen";"2021";"   21308"
"Ridderkerk";"Meergezinswoningen totaal";"2021";"    9400"
"Ridderkerk";"Eengezinswoningen totaal";"2021";"   11908"
"Ridderkerk";"Vrijstaande woning";"2021";"    1068"
"Ridderkerk";"2-onder-1-kapwoning";"2021";"    1274"
"Ridderkerk";"Hoekwoning";"2021";"    2815"
"Ridderkerk";"Tussenwoning";"2021";"    6750"
"Ridderkerk";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Rijssen-Holten";"Totaal woningen";"2021";"   14867"
"Rijssen-Holten";"Meergezinswoningen totaal";"2021";"    3122"
"Rijssen-Holten";"Eengezinswoningen totaal";"2021";"   11745"
"Rijssen-Holten";"Vrijstaande woning";"2021";"    3622"
"Rijssen-Holten";"2-onder-1-kapwoning";"2021";"    2641"
"Rijssen-Holten";"Hoekwoning";"2021";"    2112"
"Rijssen-Holten";"Tussenwoning";"2021";"    3369"
"Rijssen-Holten";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Rijswijk (ZH.)";"Totaal woningen";"2021";"   27219"
"Rijswijk (ZH.)";"Meergezinswoningen totaal";"2021";"   19225"
"Rijswijk (ZH.)";"Eengezinswoningen totaal";"2021";"    7994"
"Rijswijk (ZH.)";"Vrijstaande woning";"2021";"     321"
"Rijswijk (ZH.)";"2-onder-1-kapwoning";"2021";"     325"
"Rijswijk (ZH.)";"Hoekwoning";"2021";"    1751"
"Rijswijk (ZH.)";"Tussenwoning";"2021";"    5594"
"Rijswijk (ZH.)";"Onbekend woningtype eengezinswoning";"2021";"       3"
"Roerdalen";"Totaal woningen";"2021";"    9554"
"Roerdalen";"Meergezinswoningen totaal";"2021";"     896"
"Roerdalen";"Eengezinswoningen totaal";"2021";"    8658"
"Roerdalen";"Vrijstaande woning";"2021";"    3213"
"Roerdalen";"2-onder-1-kapwoning";"2021";"    2661"
"Roerdalen";"Hoekwoning";"2021";"    1183"
"Roerdalen";"Tussenwoning";"2021";"    1597"
"Roerdalen";"Onbekend woningtype eengezinswoning";"2021";"       4"
"Roermond";"Totaal woningen";"2021";"   27749"
"Roermond";"Meergezinswoningen totaal";"2021";"    8899"
"Roermond";"Eengezinswoningen totaal";"2021";"   18850"
"Roermond";"Vrijstaande woning";"2021";"    3382"
"Roermond";"2-onder-1-kapwoning";"2021";"    2790"
"Roermond";"Hoekwoning";"2021";"    3915"
"Roermond";"Tussenwoning";"2021";"    8758"
"Roermond";"Onbekend woningtype eengezinswoning";"2021";"       5"
"De Ronde Venen";"Totaal woningen";"2021";"   18580"
"De Ronde Venen";"Meergezinswoningen totaal";"2021";"    3754"
"De Ronde Venen";"Eengezinswoningen totaal";"2021";"   14826"
"De Ronde Venen";"Vrijstaande woning";"2021";"    2764"
"De Ronde Venen";"2-onder-1-kapwoning";"2021";"    1882"
"De Ronde Venen";"Hoekwoning";"2021";"    2974"
"De Ronde Venen";"Tussenwoning";"2021";"    7204"
"De Ronde Venen";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Roosendaal";"Totaal woningen";"2021";"   35618"
"Roosendaal";"Meergezinswoningen totaal";"2021";"    8753"
"Roosendaal";"Eengezinswoningen totaal";"2021";"   26865"
"Roosendaal";"Vrijstaande woning";"2021";"    5446"
"Roosendaal";"2-onder-1-kapwoning";"2021";"    3034"
"Roosendaal";"Hoekwoning";"2021";"    5530"
"Roosendaal";"Tussenwoning";"2021";"   12854"
"Roosendaal";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Rotterdam";"Totaal woningen";"2021";"  317945"
"Rotterdam";"Meergezinswoningen totaal";"2021";"  236740"
"Rotterdam";"Eengezinswoningen totaal";"2021";"   81205"
"Rotterdam";"Vrijstaande woning";"2021";"    4317"
"Rotterdam";"2-onder-1-kapwoning";"2021";"    3784"
"Rotterdam";"Hoekwoning";"2021";"   17593"
"Rotterdam";"Tussenwoning";"2021";"   55446"
"Rotterdam";"Onbekend woningtype eengezinswoning";"2021";"      65"
"Rozendaal";"Totaal woningen";"2021";"     694"
"Rozendaal";"Meergezinswoningen totaal";"2021";"      12"
"Rozendaal";"Eengezinswoningen totaal";"2021";"     682"
"Rozendaal";"Vrijstaande woning";"2021";"     229"
"Rozendaal";"2-onder-1-kapwoning";"2021";"     235"
"Rozendaal";"Hoekwoning";"2021";"      96"
"Rozendaal";"Tussenwoning";"2021";"     122"
"Rozendaal";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Rucphen";"Totaal woningen";"2021";"    9916"
"Rucphen";"Meergezinswoningen totaal";"2021";"     825"
"Rucphen";"Eengezinswoningen totaal";"2021";"    9091"
"Rucphen";"Vrijstaande woning";"2021";"    4051"
"Rucphen";"2-onder-1-kapwoning";"2021";"    2405"
"Rucphen";"Hoekwoning";"2021";"    1155"
"Rucphen";"Tussenwoning";"2021";"    1465"
"Rucphen";"Onbekend woningtype eengezinswoning";"2021";"      15"
"Schagen";"Totaal woningen";"2021";"   20581"
"Schagen";"Meergezinswoningen totaal";"2021";"    3373"
"Schagen";"Eengezinswoningen totaal";"2021";"   17208"
"Schagen";"Vrijstaande woning";"2021";"    5275"
"Schagen";"2-onder-1-kapwoning";"2021";"    2101"
"Schagen";"Hoekwoning";"2021";"    3167"
"Schagen";"Tussenwoning";"2021";"    6664"
"Schagen";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Scherpenzeel";"Totaal woningen";"2021";"    4114"
"Scherpenzeel";"Meergezinswoningen totaal";"2021";"     646"
"Scherpenzeel";"Eengezinswoningen totaal";"2021";"    3468"
"Scherpenzeel";"Vrijstaande woning";"2021";"     632"
"Scherpenzeel";"2-onder-1-kapwoning";"2021";"     669"
"Scherpenzeel";"Hoekwoning";"2021";"     885"
"Scherpenzeel";"Tussenwoning";"2021";"    1280"
"Scherpenzeel";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Schiedam";"Totaal woningen";"2021";"   37472"
"Schiedam";"Meergezinswoningen totaal";"2021";"   25529"
"Schiedam";"Eengezinswoningen totaal";"2021";"   11943"
"Schiedam";"Vrijstaande woning";"2021";"     372"
"Schiedam";"2-onder-1-kapwoning";"2021";"     499"
"Schiedam";"Hoekwoning";"2021";"    2342"
"Schiedam";"Tussenwoning";"2021";"    8726"
"Schiedam";"Onbekend woningtype eengezinswoning";"2021";"       4"
"Schiermonnikoog";"Totaal woningen";"2021";"     588"
"Schiermonnikoog";"Meergezinswoningen totaal";"2021";"     120"
"Schiermonnikoog";"Eengezinswoningen totaal";"2021";"     468"
"Schiermonnikoog";"Vrijstaande woning";"2021";"     166"
"Schiermonnikoog";"2-onder-1-kapwoning";"2021";"     225"
"Schiermonnikoog";"Hoekwoning";"2021";"      24"
"Schiermonnikoog";"Tussenwoning";"2021";"      53"
"Schiermonnikoog";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Schouwen-Duiveland";"Totaal woningen";"2021";"   16983"
"Schouwen-Duiveland";"Meergezinswoningen totaal";"2021";"    1786"
"Schouwen-Duiveland";"Eengezinswoningen totaal";"2021";"   15197"
"Schouwen-Duiveland";"Vrijstaande woning";"2021";"    5972"
"Schouwen-Duiveland";"2-onder-1-kapwoning";"2021";"    1781"
"Schouwen-Duiveland";"Hoekwoning";"2021";"    2674"
"Schouwen-Duiveland";"Tussenwoning";"2021";"    4735"
"Schouwen-Duiveland";"Onbekend woningtype eengezinswoning";"2021";"      35"
"Simpelveld";"Totaal woningen";"2021";"    5185"
"Simpelveld";"Meergezinswoningen totaal";"2021";"    1253"
"Simpelveld";"Eengezinswoningen totaal";"2021";"    3932"
"Simpelveld";"Vrijstaande woning";"2021";"     861"
"Simpelveld";"2-onder-1-kapwoning";"2021";"     993"
"Simpelveld";"Hoekwoning";"2021";"     734"
"Simpelveld";"Tussenwoning";"2021";"    1338"
"Simpelveld";"Onbekend woningtype eengezinswoning";"2021";"       6"
"Sint Anthonis";"Totaal woningen";"2021";"    4882"
"Sint Anthonis";"Meergezinswoningen totaal";"2021";"     520"
"Sint Anthonis";"Eengezinswoningen totaal";"2021";"    4362"
"Sint Anthonis";"Vrijstaande woning";"2021";"    2506"
"Sint Anthonis";"2-onder-1-kapwoning";"2021";"    1141"
"Sint Anthonis";"Hoekwoning";"2021";"     322"
"Sint Anthonis";"Tussenwoning";"2021";"     393"
"Sint Anthonis";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Sint-Michielsgestel";"Totaal woningen";"2021";"   12274"
"Sint-Michielsgestel";"Meergezinswoningen totaal";"2021";"    1556"
"Sint-Michielsgestel";"Eengezinswoningen totaal";"2021";"   10718"
"Sint-Michielsgestel";"Vrijstaande woning";"2021";"    3404"
"Sint-Michielsgestel";"2-onder-1-kapwoning";"2021";"    2449"
"Sint-Michielsgestel";"Hoekwoning";"2021";"    1865"
"Sint-Michielsgestel";"Tussenwoning";"2021";"    2993"
"Sint-Michielsgestel";"Onbekend woningtype eengezinswoning";"2021";"       7"
"Sittard-Geleen";"Totaal woningen";"2021";"   46709"
"Sittard-Geleen";"Meergezinswoningen totaal";"2021";"   14861"
"Sittard-Geleen";"Eengezinswoningen totaal";"2021";"   31848"
"Sittard-Geleen";"Vrijstaande woning";"2021";"    5046"
"Sittard-Geleen";"2-onder-1-kapwoning";"2021";"    6740"
"Sittard-Geleen";"Hoekwoning";"2021";"    7329"
"Sittard-Geleen";"Tussenwoning";"2021";"   12728"
"Sittard-Geleen";"Onbekend woningtype eengezinswoning";"2021";"       5"
"Sliedrecht";"Totaal woningen";"2021";"   11086"
"Sliedrecht";"Meergezinswoningen totaal";"2021";"    4278"
"Sliedrecht";"Eengezinswoningen totaal";"2021";"    6808"
"Sliedrecht";"Vrijstaande woning";"2021";"     622"
"Sliedrecht";"2-onder-1-kapwoning";"2021";"    1047"
"Sliedrecht";"Hoekwoning";"2021";"    1455"
"Sliedrecht";"Tussenwoning";"2021";"    3684"
"Sliedrecht";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Sluis";"Totaal woningen";"2021";"   14152"
"Sluis";"Meergezinswoningen totaal";"2021";"    1989"
"Sluis";"Eengezinswoningen totaal";"2021";"   12163"
"Sluis";"Vrijstaande woning";"2021";"    4486"
"Sluis";"2-onder-1-kapwoning";"2021";"    1560"
"Sluis";"Hoekwoning";"2021";"    2118"
"Sluis";"Tussenwoning";"2021";"    3988"
"Sluis";"Onbekend woningtype eengezinswoning";"2021";"      11"
"Smallingerland";"Totaal woningen";"2021";"   25833"
"Smallingerland";"Meergezinswoningen totaal";"2021";"    5492"
"Smallingerland";"Eengezinswoningen totaal";"2021";"   20341"
"Smallingerland";"Vrijstaande woning";"2021";"    5531"
"Smallingerland";"2-onder-1-kapwoning";"2021";"    3453"
"Smallingerland";"Hoekwoning";"2021";"    3594"
"Smallingerland";"Tussenwoning";"2021";"    7763"
"Smallingerland";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Soest";"Totaal woningen";"2021";"   20953"
"Soest";"Meergezinswoningen totaal";"2021";"    7373"
"Soest";"Eengezinswoningen totaal";"2021";"   13580"
"Soest";"Vrijstaande woning";"2021";"    2496"
"Soest";"2-onder-1-kapwoning";"2021";"    2930"
"Soest";"Hoekwoning";"2021";"    2468"
"Soest";"Tussenwoning";"2021";"    5685"
"Soest";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Someren";"Totaal woningen";"2021";"    8181"
"Someren";"Meergezinswoningen totaal";"2021";"    1109"
"Someren";"Eengezinswoningen totaal";"2021";"    7072"
"Someren";"Vrijstaande woning";"2021";"    2581"
"Someren";"2-onder-1-kapwoning";"2021";"    1272"
"Someren";"Hoekwoning";"2021";"    1146"
"Someren";"Tussenwoning";"2021";"    2068"
"Someren";"Onbekend woningtype eengezinswoning";"2021";"       5"
"Son en Breugel";"Totaal woningen";"2021";"    7318"
"Son en Breugel";"Meergezinswoningen totaal";"2021";"     907"
"Son en Breugel";"Eengezinswoningen totaal";"2021";"    6411"
"Son en Breugel";"Vrijstaande woning";"2021";"    1265"
"Son en Breugel";"2-onder-1-kapwoning";"2021";"     874"
"Son en Breugel";"Hoekwoning";"2021";"    1344"
"Son en Breugel";"Tussenwoning";"2021";"    2921"
"Son en Breugel";"Onbekend woningtype eengezinswoning";"2021";"       7"
"Stadskanaal";"Totaal woningen";"2021";"   15208"
"Stadskanaal";"Meergezinswoningen totaal";"2021";"    3302"
"Stadskanaal";"Eengezinswoningen totaal";"2021";"   11906"
"Stadskanaal";"Vrijstaande woning";"2021";"    5189"
"Stadskanaal";"2-onder-1-kapwoning";"2021";"    1925"
"Stadskanaal";"Hoekwoning";"2021";"    1561"
"Stadskanaal";"Tussenwoning";"2021";"    3231"
"Stadskanaal";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Staphorst";"Totaal woningen";"2021";"    5988"
"Staphorst";"Meergezinswoningen totaal";"2021";"     948"
"Staphorst";"Eengezinswoningen totaal";"2021";"    5040"
"Staphorst";"Vrijstaande woning";"2021";"    2412"
"Staphorst";"2-onder-1-kapwoning";"2021";"    1240"
"Staphorst";"Hoekwoning";"2021";"     573"
"Staphorst";"Tussenwoning";"2021";"     814"
"Staphorst";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Stede Broec";"Totaal woningen";"2021";"    9253"
"Stede Broec";"Meergezinswoningen totaal";"2021";"     985"
"Stede Broec";"Eengezinswoningen totaal";"2021";"    8268"
"Stede Broec";"Vrijstaande woning";"2021";"    1871"
"Stede Broec";"2-onder-1-kapwoning";"2021";"     825"
"Stede Broec";"Hoekwoning";"2021";"    1903"
"Stede Broec";"Tussenwoning";"2021";"    3649"
"Stede Broec";"Onbekend woningtype eengezinswoning";"2021";"      20"
"Steenbergen";"Totaal woningen";"2021";"   10484"
"Steenbergen";"Meergezinswoningen totaal";"2021";"    1433"
"Steenbergen";"Eengezinswoningen totaal";"2021";"    9051"
"Steenbergen";"Vrijstaande woning";"2021";"    2627"
"Steenbergen";"2-onder-1-kapwoning";"2021";"    1453"
"Steenbergen";"Hoekwoning";"2021";"    1841"
"Steenbergen";"Tussenwoning";"2021";"    3125"
"Steenbergen";"Onbekend woningtype eengezinswoning";"2021";"       5"
"Steenwijkerland";"Totaal woningen";"2021";"   20276"
"Steenwijkerland";"Meergezinswoningen totaal";"2021";"    3021"
"Steenwijkerland";"Eengezinswoningen totaal";"2021";"   17255"
"Steenwijkerland";"Vrijstaande woning";"2021";"    6256"
"Steenwijkerland";"2-onder-1-kapwoning";"2021";"    3274"
"Steenwijkerland";"Hoekwoning";"2021";"    3033"
"Steenwijkerland";"Tussenwoning";"2021";"    4691"
"Steenwijkerland";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Stein (L.)";"Totaal woningen";"2021";"   11812"
"Stein (L.)";"Meergezinswoningen totaal";"2021";"    2106"
"Stein (L.)";"Eengezinswoningen totaal";"2021";"    9706"
"Stein (L.)";"Vrijstaande woning";"2021";"    2488"
"Stein (L.)";"2-onder-1-kapwoning";"2021";"    2830"
"Stein (L.)";"Hoekwoning";"2021";"    1758"
"Stein (L.)";"Tussenwoning";"2021";"    2630"
"Stein (L.)";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Stichtse Vecht";"Totaal woningen";"2021";"   28739"
"Stichtse Vecht";"Meergezinswoningen totaal";"2021";"    7307"
"Stichtse Vecht";"Eengezinswoningen totaal";"2021";"   21432"
"Stichtse Vecht";"Vrijstaande woning";"2021";"    3283"
"Stichtse Vecht";"2-onder-1-kapwoning";"2021";"    1673"
"Stichtse Vecht";"Hoekwoning";"2021";"    4659"
"Stichtse Vecht";"Tussenwoning";"2021";"   11817"
"Stichtse Vecht";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Súdwest-Fryslân";"Totaal woningen";"2021";"   42501"
"Súdwest-Fryslân";"Meergezinswoningen totaal";"2021";"    7876"
"Súdwest-Fryslân";"Eengezinswoningen totaal";"2021";"   34625"
"Súdwest-Fryslân";"Vrijstaande woning";"2021";"   11366"
"Súdwest-Fryslân";"2-onder-1-kapwoning";"2021";"    6802"
"Súdwest-Fryslân";"Hoekwoning";"2021";"    5940"
"Súdwest-Fryslân";"Tussenwoning";"2021";"   10461"
"Súdwest-Fryslân";"Onbekend woningtype eengezinswoning";"2021";"      56"
"Terneuzen";"Totaal woningen";"2021";"   27080"
"Terneuzen";"Meergezinswoningen totaal";"2021";"    5060"
"Terneuzen";"Eengezinswoningen totaal";"2021";"   22020"
"Terneuzen";"Vrijstaande woning";"2021";"    5863"
"Terneuzen";"2-onder-1-kapwoning";"2021";"    3167"
"Terneuzen";"Hoekwoning";"2021";"    4255"
"Terneuzen";"Tussenwoning";"2021";"    8719"
"Terneuzen";"Onbekend woningtype eengezinswoning";"2021";"      16"
"Terschelling";"Totaal woningen";"2021";"    2293"
"Terschelling";"Meergezinswoningen totaal";"2021";"     494"
"Terschelling";"Eengezinswoningen totaal";"2021";"    1799"
"Terschelling";"Vrijstaande woning";"2021";"     802"
"Terschelling";"2-onder-1-kapwoning";"2021";"     378"
"Terschelling";"Hoekwoning";"2021";"     268"
"Terschelling";"Tussenwoning";"2021";"     350"
"Terschelling";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Texel";"Totaal woningen";"2021";"    6770"
"Texel";"Meergezinswoningen totaal";"2021";"    1348"
"Texel";"Eengezinswoningen totaal";"2021";"    5422"
"Texel";"Vrijstaande woning";"2021";"    1774"
"Texel";"2-onder-1-kapwoning";"2021";"    1133"
"Texel";"Hoekwoning";"2021";"     944"
"Texel";"Tussenwoning";"2021";"    1570"
"Texel";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Teylingen";"Totaal woningen";"2021";"   16286"
"Teylingen";"Meergezinswoningen totaal";"2021";"    4176"
"Teylingen";"Eengezinswoningen totaal";"2021";"   12110"
"Teylingen";"Vrijstaande woning";"2021";"    1243"
"Teylingen";"2-onder-1-kapwoning";"2021";"    1109"
"Teylingen";"Hoekwoning";"2021";"    2898"
"Teylingen";"Tussenwoning";"2021";"    6858"
"Teylingen";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Tholen";"Totaal woningen";"2021";"   11112"
"Tholen";"Meergezinswoningen totaal";"2021";"    1224"
"Tholen";"Eengezinswoningen totaal";"2021";"    9888"
"Tholen";"Vrijstaande woning";"2021";"    2246"
"Tholen";"2-onder-1-kapwoning";"2021";"    1345"
"Tholen";"Hoekwoning";"2021";"    2296"
"Tholen";"Tussenwoning";"2021";"    3998"
"Tholen";"Onbekend woningtype eengezinswoning";"2021";"       3"
"Tiel";"Totaal woningen";"2021";"   18271"
"Tiel";"Meergezinswoningen totaal";"2021";"    4841"
"Tiel";"Eengezinswoningen totaal";"2021";"   13430"
"Tiel";"Vrijstaande woning";"2021";"    1623"
"Tiel";"2-onder-1-kapwoning";"2021";"    1509"
"Tiel";"Hoekwoning";"2021";"    3199"
"Tiel";"Tussenwoning";"2021";"    7098"
"Tiel";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Tilburg";"Totaal woningen";"2021";"  102471"
"Tilburg";"Meergezinswoningen totaal";"2021";"   37238"
"Tilburg";"Eengezinswoningen totaal";"2021";"   65233"
"Tilburg";"Vrijstaande woning";"2021";"    4467"
"Tilburg";"2-onder-1-kapwoning";"2021";"    4743"
"Tilburg";"Hoekwoning";"2021";"   13127"
"Tilburg";"Tussenwoning";"2021";"   42796"
"Tilburg";"Onbekend woningtype eengezinswoning";"2021";"     100"
"Tubbergen";"Totaal woningen";"2021";"    8720"
"Tubbergen";"Meergezinswoningen totaal";"2021";"    2136"
"Tubbergen";"Eengezinswoningen totaal";"2021";"    6584"
"Tubbergen";"Vrijstaande woning";"2021";"    3478"
"Tubbergen";"2-onder-1-kapwoning";"2021";"    1674"
"Tubbergen";"Hoekwoning";"2021";"     653"
"Tubbergen";"Tussenwoning";"2021";"     779"
"Tubbergen";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Twenterand";"Totaal woningen";"2021";"   13847"
"Twenterand";"Meergezinswoningen totaal";"2021";"    2019"
"Twenterand";"Eengezinswoningen totaal";"2021";"   11828"
"Twenterand";"Vrijstaande woning";"2021";"    4422"
"Twenterand";"2-onder-1-kapwoning";"2021";"    2809"
"Twenterand";"Hoekwoning";"2021";"    1887"
"Twenterand";"Tussenwoning";"2021";"    2709"
"Twenterand";"Onbekend woningtype eengezinswoning";"2021";"       1"
